resultId,raceId,driverId,constructorId,number,grid,position,points,laps,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
24757,1037,8,51,7,16,12,0.0,44,28,14,1:49.822,229.593,1
24758,1037,20,6,5,14,13,0.0,44,31,16,1:49.958,229.309,1
24759,1037,844,6,16,13,14,0.0,44,26,4,1:47.840,233.813,1
24760,1037,154,210,8,17,15,0.0,44,28,17,1:50.018,229.184,1
24761,1037,849,3,6,19,16,0.0,44,32,6,1:48.048,233.362,1
24762,1037,825,210,20,20,17,0.0,44,37,7,1:48.083,233.287,1
24763,1037,841,51,99,18,,0.0,9,9,19,1:51.793,225.545,3
24764,1037,847,3,63,15,,0.0,9,5,18,1:51.754,225.624,138
24766,1038,842,213,10,10,1,25.0,53,34,6,1:24.037,248.162,1
24767,1038,832,1,55,3,2,18.0,53,40,2,1:23.882,248.620,1
24768,1038,840,211,18,8,3,15.0,53,42,3,1:23.897,248.576,1
24769,1038,846,1,4,6,4,12.0,53,50,7,1:24.232,247.587,1
24770,1038,822,131,77,2,5,10.0,53,51,5,1:23.961,248.386,1
24771,1038,817,4,3,7,6,8.0,53,38,4,1:23.898,248.573,1
24772,1038,1,131,44,1,7,7.0,53,34,1,1:22.746,252.033,1
24773,1038,839,4,31,12,8,4.0,53,52,11,1:24.490,246.831,1
24774,1038,826,213,26,11,9,2.0,53,44,10,1:24.479,246.863,1
24775,1038,815,211,11,4,10,1.0,53,50,8,1:24.336,247.282,1
24776,1038,849,3,6,20,11,0.0,53,39,16,1:24.999,245.353,1
24777,1038,154,210,8,16,12,0.0,53,48,12,1:24.785,245.972,1
24778,1038,8,51,7,14,13,0.0,53,29,13,1:24.835,245.827,1
24779,1038,847,3,63,19,14,0.0,53,39,9,1:24.421,247.033,1
24780,1038,848,9,23,9,15,0.0,53,48,15,1:24.926,245.564,1
24781,1038,841,51,99,18,16,0.0,53,43,14,1:24.856,245.766,1
24782,1038,830,9,33,5,,0.0,30,10,17,1:25.539,243.804,131
24783,1038,844,6,16,13,,0.0,23,19,19,1:26.026,242.424,3
24784,1038,825,210,20,15,,0.0,17,10,18,1:25.787,243.099,131
24785,1038,20,6,5,17,,0.0,6,4,20,1:27.107,239.415,23
24786,1039,1,131,44,1,1,26.0,59,58,1,1:18.833,239.518,1
24787,1039,822,131,77,2,2,18.0,59,53,2,1:19.432,237.712,1
24788,1039,848,9,23,4,3,15.0,59,51,3,1:20.039,235.909,1
24789,1039,817,4,3,8,4,12.0,59,57,4,1:20.426,234.774,1
24790,1039,815,211,11,7,5,10.0,59,59,5,1:20.632,234.175,1
24791,1039,846,1,4,11,6,8.0,59,59,7,1:21.198,232.542,1
24792,1039,826,213,26,12,7,6.0,59,51,10,1:21.458,231.800,1
24793,1039,844,6,16,5,8,4.0,59,50,9,1:21.229,232.453,1
24794,1039,8,51,7,13,9,2.0,59,59,6,1:21.164,232.640,1
24795,1039,20,6,5,14,10,1.0,59,59,8,1:21.202,232.531,1
24796,1039,847,3,63,18,11,0.0,59,58,11,1:21.645,231.269,1
24797,1039,154,210,8,15,12,0.0,59,59,13,1:22.263,229.532,1
24798,1039,840,211,18,6,,0.0,42,42,12,1:22.068,230.077,29
24799,1039,839,4,31,10,,0.0,7,6,15,2:11.793,143.270,23
24800,1039,849,3,6,19,,0.0,6,6,14,2:11.365,143.736,4
24801,1039,825,210,20,20,,0.0,5,4,17,2:13.812,141.108,4
24802,1039,841,51,99,17,,0.0,5,4,16,2:13.809,141.111,4
24803,1039,832,1,55,9,,0.0,5,5,18,2:14.103,140.802,4
24806,1040,822,131,77,3,1,26.0,53,51,1,1:37.030,216.972,1
24807,1040,830,9,33,2,2,18.0,53,53,3,1:37.332,216.298,1
24808,1040,1,131,44,1,3,15.0,53,48,7,1:38.075,214.660,1
24809,1040,815,211,11,4,4,12.0,53,52,8,1:38.141,214.515,1
24810,1040,817,4,3,5,5,10.0,53,53,6,1:37.886,215.074,1
24811,1040,844,6,16,10,6,8.0,53,47,11,1:39.053,212.540,1
24812,1040,839,4,31,7,7,6.0,53,48,13,1:39.216,212.191,1
24813,1040,826,213,26,11,8,4.0,53,48,12,1:39.133,212.369,1
24814,1040,842,213,10,9,9,2.0,53,50,2,1:37.231,216.523,1
24815,1040,848,9,23,15,10,1.0,53,51,9,1:38.377,214.001,1
24816,1040,841,51,99,17,11,0.0,52,44,16,1:39.766,211.021,11
24817,1040,825,210,20,18,12,0.0,52,52,17,1:40.380,209.731,11
24818,1040,20,6,5,14,13,0.0,52,46,14,1:39.588,211.398,11
24819,1040,8,51,7,19,14,0.0,52,37,10,1:38.858,212.960,11
24820,1040,846,1,4,8,15,0.0,52,50,5,1:37.377,216.198,11
24821,1040,849,3,6,20,16,0.0,52,47,18,1:41.044,208.352,11
24822,1040,154,210,8,16,17,0.0,52,44,15,1:39.614,211.343,11
24823,1040,847,3,63,13,18,0.0,52,52,4,1:37.352,216.254,11
24826,1041,1,131,44,2,1,25.0,60,58,2,1:28.145,210.253,1
24827,1041,830,9,33,3,2,19.0,60,60,1,1:28.139,210.267,1
24828,1041,817,4,3,6,3,15.0,60,53,3,1:29.584,206.876,1
24829,1041,815,211,11,9,4,12.0,60,58,4,1:29.700,206.608,1
24830,1041,832,1,55,10,5,10.0,60,53,6,1:30.129,205.625,1
24831,1041,842,213,10,12,6,8.0,60,53,5,1:30.110,205.668,1
24832,1041,844,6,16,4,7,6.0,60,54,10,1:30.712,204.303,1
24833,1041,807,211,27,20,8,4.0,60,58,11,1:30.733,204.256,1
24834,1041,154,210,8,16,9,2.0,60,54,14,1:31.562,202.407,1
24835,1041,841,51,99,14,10,1.0,60,38,12,1:30.909,203.861,1
24836,1041,20,6,5,11,11,0.0,60,43,7,1:30.408,204.990,1
24837,1041,8,51,7,19,12,0.0,60,54,9,1:30.512,204.755,1
24838,1041,825,210,20,15,13,0.0,60,37,8,1:30.456,204.881,1
24839,1041,849,3,6,18,14,0.0,60,39,13,1:31.377,202.816,1
24840,1041,826,213,26,13,15,0.0,60,41,16,1:32.214,200.975,1
24841,1041,846,1,4,8,,0.0,42,40,17,1:32.328,200.727,131
24842,1041,848,9,23,5,,0.0,23,9,18,1:32.330,200.723,21
24843,1041,839,4,31,7,,0.0,22,21,19,1:33.189,198.873,6
24844,1041,822,131,77,1,,0.0,18,8,15,1:31.884,201.697,131
24845,1041,847,3,63,17,,0.0,12,6,20,1:34.526,196.060,4
24846,1042,1,131,44,1,1,26.0,66,63,1,1:18.750,212.708,1
24847,1042,822,131,77,2,2,18.0,66,66,2,1:19.345,211.113,1
24848,1042,830,9,33,3,3,15.0,66,62,4,1:19.854,209.767,1
24849,1042,844,6,16,4,4,12.0,66,66,7,1:20.408,208.322,1
24850,1042,842,213,10,9,5,10.0,65,65,9,1:20.551,207.952,11
24851,1042,832,1,55,7,6,8.0,65,65,6,1:20.268,208.685,11
24852,1042,815,211,11,5,7,6.0,65,49,11,1:20.802,207.306,11
24853,1042,839,4,31,11,8,4.0,65,61,12,1:20.859,207.160,11
24854,1042,817,4,3,10,9,2.0,65,61,14,1:20.906,207.040,11
24855,1042,20,6,5,15,10,1.0,65,62,10,1:20.731,207.489,11
24856,1042,8,51,7,16,11,0.0,65,60,15,1:21.058,206.652,11
24857,1042,848,9,23,6,12,0.0,65,61,5,1:19.890,209.673,11
24858,1042,846,1,4,8,13,0.0,65,65,3,1:19.360,211.073,11
24859,1042,847,3,63,14,14,0.0,65,62,13,1:20.882,207.101,11
24860,1042,841,51,99,17,15,0.0,65,46,20,1:21.893,204.544,11
24861,1042,825,210,20,19,16,0.0,65,63,16,1:21.460,205.632,11
24862,1042,154,210,8,18,17,0.0,65,59,17,1:21.664,205.118,11
24863,1042,849,3,6,20,18,0.0,64,53,19,1:21.859,204.629,12
24864,1042,826,213,26,13,19,0.0,64,59,8,1:20.449,208.216,12
24865,1042,840,211,18,12,,0.0,51,45,18,1:21.694,205.043,130
24866,1043,1,131,44,2,1,26.0,63,63,1,1:15.484,234.121,1
24867,1043,822,131,77,1,2,18.0,63,63,2,1:15.902,232.831,1
24868,1043,817,4,3,5,3,15.0,63,62,4,1:17.552,227.878,1
24869,1043,826,213,26,8,4,12.0,63,62,6,1:17.666,227.543,1
24870,1043,844,6,16,7,5,10.0,63,62,12,1:18.173,226.067,1
24871,1043,815,211,11,11,6,8.0,63,49,9,1:18.084,226.325,1
24872,1043,832,1,55,10,7,6.0,63,62,11,1:18.118,226.226,1
24873,1043,846,1,4,9,8,4.0,63,63,8,1:18.069,226.368,1
24874,1043,8,51,7,18,9,2.0,63,63,10,1:18.088,226.313,1
24875,1043,841,51,99,20,10,1.0,63,61,15,1:18.794,224.286,1
24876,1043,849,3,6,19,11,0.0,63,37,14,1:18.719,224.499,1
24877,1043,20,6,5,14,12,0.0,63,44,7,1:17.767,227.248,1
24878,1043,840,211,18,15,13,0.0,63,46,13,1:18.360,225.528,1
24879,1043,154,210,8,16,14,0.0,63,45,17,1:18.822,224.206,1
24880,1043,848,9,23,6,15,0.0,63,63,3,1:16.177,231.991,1
24881,1043,847,3,63,13,,0.0,51,43,16,1:18.811,224.237,3
24882,1043,830,9,33,3,,0.0,50,44,5,1:17.637,227.628,29
24883,1043,825,210,20,17,,0.0,47,45,18,1:19.273,222.930,139
24884,1043,839,4,31,12,,0.0,27,22,19,1:19.606,221.998,6
24885,1043,842,213,10,4,,0.0,8,5,20,1:20.403,219.797,34
24886,1044,1,131,44,6,1,25.0,58,56,6,1:39.413,193.302,1
24887,1044,815,211,11,3,2,18.0,58,50,12,1:40.392,191.417,1
24888,1044,20,6,5,11,3,15.0,58,53,8,1:39.662,192.819,1
24889,1044,844,6,16,12,4,12.0,58,47,11,1:39.961,192.242,1
24890,1044,832,1,55,15,5,10.0,58,56,4,1:38.754,194.592,1
24891,1044,830,9,33,2,6,8.0,58,53,3,1:38.431,195.231,1
24892,1044,848,9,23,4,7,6.0,58,54,5,1:39.099,193.915,1
24893,1044,846,1,4,14,8,5.0,58,58,1,1:36.806,198.508,1
24894,1044,840,211,18,1,9,2.0,58,55,10,1:39.921,192.319,1
24895,1044,817,4,3,5,10,1.0,58,54,13,1:40.677,190.875,1
24896,1044,839,4,31,7,11,0.0,57,55,16,1:41.006,190.254,11
24897,1044,826,213,26,16,12,0.0,57,53,17,1:41.019,190.229,11
24898,1044,842,213,10,19,13,0.0,57,53,7,1:39.586,192.966,11
24899,1044,822,131,77,9,14,0.0,57,57,2,1:38.193,195.704,11
24900,1044,8,51,7,8,15,0.0,57,57,9,1:39.743,192.663,11
24901,1044,847,3,63,0,16,0.0,57,51,14,1:40.814,190.616,11
24902,1044,825,210,20,13,17,0.0,55,45,15,1:40.948,190.363,54
24903,1044,154,210,8,17,,0.0,49,38,18,1:43.281,186.063,130
24904,1044,849,3,6,0,,0.0,39,32,19,1:43.495,185.678,130
24905,1044,841,51,99,10,,0.0,11,11,20,1:51.122,172.934,6
24906,1045,1,131,44,1,1,25.0,57,38,3,1:32.864,209.803,1
24907,1045,830,9,33,3,2,19.0,57,48,1,1:32.014,211.741,1
24908,1045,848,9,23,4,3,15.0,57,41,10,1:33.684,207.967,1
24909,1045,846,1,4,9,4,12.0,57,53,7,1:33.588,208.180,1
24910,1045,832,1,55,15,5,10.0,57,46,5,1:33.411,208.575,1
24911,1045,842,213,10,8,6,8.0,57,48,16,1:34.817,205.482,1
24912,1045,817,4,3,6,7,6.0,57,38,2,1:32.827,209.887,1
24913,1045,822,131,77,2,8,4.0,57,28,4,1:33.352,208.706,1
24914,1045,839,4,31,7,9,2.0,57,37,13,1:34.354,206.490,1
24915,1045,844,6,16,12,10,1.0,56,44,8,1:33.625,208.098,11
24916,1045,826,213,26,10,11,0.0,56,35,12,1:34.141,206.957,11
24917,1045,847,3,63,14,12,0.0,56,47,17,1:35.042,204.995,11
24918,1045,20,6,5,11,13,0.0,56,41,11,1:33.861,207.575,11
24919,1045,849,3,6,20,14,0.0,56,39,15,1:34.591,205.973,11
24920,1045,8,51,7,17,15,0.0,56,43,6,1:33.573,208.213,11
24921,1045,841,51,99,16,16,0.0,56,22,14,1:34.536,206.092,11
24922,1045,825,210,20,18,17,0.0,56,29,18,1:35.241,204.567,11
24923,1045,815,211,11,5,18,0.0,53,40,9,1:33.629,208.089,5
24926,1046,815,211,11,5,1,25.0,87,69,3,0:56.789,224.599,1
24927,1046,839,4,31,11,2,18.0,87,75,12,0:57.350,222.402,1
24928,1046,840,211,18,10,3,15.0,87,85,14,0:57.388,222.255,1
24929,1046,832,1,55,8,4,12.0,87,80,9,0:57.165,223.122,1
24930,1046,817,4,3,7,5,10.0,87,57,6,0:56.979,223.850,1
24931,1046,848,9,23,12,6,8.0,87,52,8,0:57.056,223.548,1
24932,1046,826,213,26,6,7,6.0,87,80,7,0:57.001,223.764,1
24933,1046,822,131,77,1,8,4.0,87,60,2,0:56.563,225.497,1
24934,1046,847,131,63,2,9,3.0,87,80,1,0:55.404,230.214,1
24935,1046,846,1,4,19,10,1.0,87,85,11,0:57.270,222.713,1
24936,1046,842,213,10,9,11,0.0,87,53,10,0:57.220,222.908,1
24937,1046,20,6,5,13,12,0.0,87,56,5,0:56.905,224.141,1
24938,1046,841,51,99,14,13,0.0,87,56,4,0:56.887,224.212,1
24939,1046,8,51,7,18,14,0.0,87,56,13,0:57.375,222.305,1
24940,1046,825,210,20,15,15,0.0,87,57,16,0:57.516,221.760,1
24941,1046,851,3,89,17,16,0.0,87,56,15,0:57.392,222.240,1
24942,1046,850,210,51,20,17,0.0,87,56,17,0:57.742,220.892,1
24943,1046,849,3,6,16,,0.0,52,29,18,0:58.206,219.132,5
24946,1047,830,9,33,1,1,25.0,55,14,2,1:40.958,198.046,1
24947,1047,822,131,77,2,2,18.0,55,40,3,1:41.131,197.707,1
24948,1047,1,131,44,3,3,15.0,55,37,5,1:41.420,197.144,1
24949,1047,848,9,23,5,4,12.0,55,42,4,1:41.227,197.520,1
24950,1047,846,1,4,4,5,10.0,55,53,12,1:41.964,196.092,1
24951,1047,832,1,55,6,6,8.0,55,48,11,1:41.947,196.125,1
24952,1047,817,4,3,11,7,7.0,55,55,1,1:40.926,198.109,1
24953,1047,842,213,10,9,8,4.0,55,53,15,1:42.474,195.116,1
24954,1047,839,4,31,10,9,2.0,55,47,18,1:42.894,194.320,1
24955,1047,840,211,18,8,10,1.0,55,41,9,1:41.866,196.281,1
24956,1047,826,213,26,7,11,0.0,54,47,17,1:42.704,194.679,11
24957,1047,8,51,7,15,12,0.0,54,53,14,1:42.148,195.739,11
24958,1047,844,6,16,12,13,0.0,54,24,10,1:41.908,196.200,11
24959,1047,20,6,5,13,14,0.0,54,37,6,1:41.475,197.037,11
24960,1047,847,3,63,16,15,0.0,54,54,20,1:43.328,193.504,11
24961,1047,841,51,99,14,16,0.0,54,29,7,1:41.675,196.650,11
24962,1047,849,3,6,18,17,0.0,54,49,16,1:42.497,195.073,11
24963,1047,825,210,20,20,18,0.0,54,50,13,1:41.999,196.025,11
24964,1047,850,210,51,17,19,0.0,53,50,8,1:41.707,196.588,12
24965,1047,815,211,11,19,,0.0,8,6,19,1:43.263,193.625,7
24966,1052,1,131,44,2,1,25.0,56,44,4,1:34.015,207.235,1
24967,1052,830,9,33,1,2,18.0,56,41,2,1:33.228,208.984,1
24968,1052,822,131,77,3,3,16.0,56,56,1,1:32.090,211.566,1
24969,1052,846,1,4,7,4,12.0,56,38,6,1:34.396,206.398,1
24970,1052,815,9,11,0,5,10.0,56,44,3,1:33.970,207.334,1
24971,1052,844,6,16,4,6,8.0,56,39,11,1:34.988,205.112,1
24972,1052,817,1,3,6,7,6.0,56,36,10,1:34.932,205.233,1
24973,1052,832,6,55,8,8,4.0,56,48,7,1:34.509,206.151,1
24974,1052,852,213,22,13,9,2.0,56,38,8,1:34.761,205.603,1
24975,1052,840,117,18,10,10,1.0,56,31,9,1:34.865,205.378,1
24976,1052,8,51,7,14,11,0.0,56,45,14,1:35.192,204.672,1
24977,1052,841,51,99,12,12,0.0,55,32,13,1:35.122,204.823,11
24978,1052,839,214,31,16,13,0.0,55,33,15,1:35.250,204.548,11
24979,1052,847,3,63,15,14,0.0,55,40,12,1:35.036,205.008,11
24980,1052,20,117,5,20,15,0.0,55,26,16,1:35.566,203.871,11
24981,1052,854,210,47,18,16,0.0,55,38,18,1:36.134,202.667,11
24982,1052,842,213,10,5,17,0.0,52,48,5,1:34.090,207.069,31
24983,1052,849,3,6,17,18,0.0,51,16,19,1:36.602,201.685,31
24984,1052,4,214,14,9,,0.0,32,31,17,1:36.063,202.816,23
24986,1053,830,9,33,3,1,25.0,63,60,2,1:17.524,227.960,1
24987,1053,1,131,44,1,2,19.0,63,60,1,1:16.702,230.403,1
24988,1053,846,1,4,7,3,15.0,63,63,3,1:18.259,225.819,1
24989,1053,844,6,16,4,4,12.0,63,60,6,1:18.379,225.473,1
24990,1053,832,6,55,11,5,10.0,63,60,7,1:18.490,225.154,1
24991,1053,817,1,3,6,6,8.0,63,54,12,1:19.341,222.739,1
24992,1053,842,213,10,5,7,6.0,63,52,9,1:18.994,223.718,1
24993,1053,840,117,18,10,8,4.0,63,59,8,1:18.782,224.320,1
24994,1053,839,214,31,9,9,2.0,63,62,15,1:19.422,222.512,1
24995,1053,4,214,14,15,10,1.0,63,62,14,1:19.417,222.526,1
24996,1053,815,9,11,2,11,0.0,63,62,13,1:19.396,222.585,1
24997,1053,852,213,22,20,12,0.0,63,49,4,1:18.334,225.603,1
24998,1053,8,51,7,16,13,0.0,63,62,5,1:18.353,225.548,1
24999,1053,841,51,99,17,14,0.0,62,57,16,1:19.470,222.378,11
25000,1053,20,117,5,0,15,0.0,61,59,10,1:19.074,223.491,6
25001,1053,854,210,47,18,16,0.0,61,58,11,1:19.193,223.156,12
25002,1053,853,210,9,19,17,0.0,61,55,17,1:20.402,219.800,12
25003,1053,822,131,77,8,,0.0,30,30,19,1:28.485,199.721,4
25004,1053,847,3,63,12,,0.0,30,28,18,1:26.543,204.203,4
25006,1054,1,131,44,2,1,25.0,66,47,4,1:20.933,206.971,1
25007,1054,830,9,33,3,2,18.0,66,62,3,1:20.695,207.581,1
25008,1054,822,131,77,1,3,16.0,66,65,1,1:19.865,209.738,1
25009,1054,815,9,11,4,4,12.0,66,55,2,1:20.643,207.715,1
25010,1054,846,1,4,7,5,10.0,66,55,7,1:21.696,205.038,1
25011,1054,844,6,16,8,6,8.0,66,63,6,1:21.496,205.541,1
25012,1054,839,214,31,6,7,6.0,66,34,8,1:21.886,204.562,1
25013,1054,4,214,14,13,8,4.0,66,66,5,1:21.032,206.718,1
25014,1054,817,1,3,16,9,2.0,66,64,10,1:21.987,204.310,1
25015,1054,842,213,10,9,10,1.0,66,65,11,1:22.014,204.243,1
25016,1054,832,6,55,5,11,0.0,66,60,14,1:22.325,203.471,1
25017,1054,841,51,99,12,12,0.0,65,60,13,1:22.167,203.862,11
25018,1054,20,117,5,10,13,0.0,65,60,15,1:22.416,203.246,11
25019,1054,840,117,18,17,14,0.0,65,59,9,1:21.970,204.352,11
25020,1054,852,213,22,14,15,0.0,65,61,12,1:22.058,204.133,11
25021,1054,847,3,63,11,16,0.0,65,60,16,1:22.654,202.661,11
25022,1054,854,210,47,19,17,0.0,64,61,17,1:22.755,202.414,12
25023,1054,849,3,6,18,18,0.0,64,60,18,1:23.155,201.440,12
25024,1054,853,210,9,20,19,0.0,64,64,19,1:23.641,200.270,12
25026,1055,1,131,44,1,1,25.0,66,54,5,1:20.665,208.640,1
25027,1055,830,9,33,2,2,19.0,66,62,1,1:18.149,215.357,1
25028,1055,822,131,77,3,3,15.0,66,65,2,1:19.430,211.884,1
25029,1055,844,6,16,4,4,12.0,66,64,4,1:20.459,209.174,1
25030,1055,815,9,11,8,5,10.0,66,60,3,1:19.483,211.743,1
25031,1055,817,1,3,7,6,8.0,66,60,10,1:21.853,205.612,1
25032,1055,832,6,55,6,7,6.0,66,53,9,1:21.568,206.330,1
25033,1055,846,1,4,9,8,4.0,65,56,7,1:21.279,207.064,11
25034,1055,839,214,31,5,9,2.0,65,46,18,1:23.311,202.014,11
25035,1055,842,213,10,12,10,1.0,65,64,8,1:21.375,206.820,11
25036,1055,840,117,18,11,11,0.0,65,47,11,1:22.607,203.735,11
25037,1055,8,51,7,17,12,0.0,65,54,15,1:22.868,203.094,11
25038,1055,20,117,5,13,13,0.0,65,56,14,1:22.820,203.211,11
25039,1055,847,3,63,15,14,0.0,65,30,17,1:23.208,202.264,11
25040,1055,841,51,99,14,15,0.0,65,42,13,1:22.802,203.255,11
25041,1055,849,3,6,19,16,0.0,65,57,16,1:22.905,203.003,11
25042,1055,4,214,14,10,17,0.0,65,63,6,1:21.182,207.311,11
25043,1055,854,210,47,18,18,0.0,64,54,12,1:22.637,203.661,12
25044,1055,853,210,9,20,19,0.0,64,45,19,1:24.040,200.261,12
25045,1055,852,213,22,16,,0.0,6,5,20,1:24.825,198.408,10
25047,1056,832,6,55,4,2,18.0,78,35,5,1:14.621,160.989,1
25046,1056,830,9,33,2,1,25.0,78,58,6,1:14.649,160.929,1
25048,1056,846,1,4,5,3,15.0,78,76,7,1:14.670,160.883,1
25049,1056,815,9,11,9,4,12.0,78,32,3,1:14.552,161.138,1
25050,1056,20,117,5,8,5,10.0,78,33,11,1:15.316,159.503,1
25051,1056,842,213,10,6,6,8.0,78,71,14,1:15.412,159.300,1
25052,1056,1,131,44,7,7,7.0,78,69,1,1:12.909,164.769,1
25053,1056,840,117,18,13,8,4.0,77,74,8,1:14.674,160.875,11
25054,1056,839,214,31,11,9,2.0,77,41,12,1:15.316,159.503,11
25055,1056,841,51,99,10,10,1.0,77,41,13,1:15.331,159.472,11
25056,1056,8,51,7,14,11,0.0,77,55,9,1:14.971,160.237,11
25057,1056,817,1,3,12,12,0.0,77,43,4,1:14.578,161.082,11
25058,1056,4,214,14,17,13,0.0,77,70,10,1:15.026,160.120,11
25059,1056,847,3,63,15,14,0.0,77,59,15,1:15.539,159.033,11
25060,1056,849,3,6,18,15,0.0,77,66,16,1:15.573,158.961,11
25061,1056,852,213,22,16,16,0.0,77,66,2,1:14.037,162.259,11
25062,1056,853,210,9,19,17,0.0,75,64,19,1:16.866,156.287,13
25063,1056,854,210,47,20,18,0.0,75,51,18,1:16.425,157.189,13
25064,1056,822,131,77,3,,0.0,29,18,17,1:15.706,158.682,61
25066,1057,815,9,11,6,1,25.0,51,45,2,1:44.687,206.432,1
25067,1057,20,117,5,11,2,18.0,51,41,4,1:44.890,206.032,1
25068,1057,842,213,10,4,3,15.0,51,44,6,1:45.220,205.386,1
25069,1057,844,6,16,1,4,12.0,51,46,8,1:45.382,205.071,1
25070,1057,846,1,4,9,5,10.0,51,41,7,1:45.326,205.180,1
25071,1057,4,214,14,8,6,8.0,51,42,11,1:45.624,204.601,1
25072,1057,852,213,22,7,7,6.0,51,46,5,1:44.939,205.936,1
25073,1057,832,6,55,5,8,4.0,51,42,13,1:45.700,204.454,1
25074,1057,817,1,3,13,9,2.0,51,43,14,1:45.713,204.428,1
25075,1057,8,51,7,14,10,1.0,51,43,10,1:45.601,204.645,1
25076,1057,841,51,99,20,11,0.0,51,44,9,1:45.575,204.696,1
25077,1057,822,131,77,10,12,0.0,51,43,12,1:45.665,204.521,1
25078,1057,854,210,47,17,13,0.0,51,41,18,1:47.624,200.799,1
25079,1057,853,210,9,18,14,0.0,51,40,19,1:47.747,200.569,1
25080,1057,1,131,44,2,15,0.0,51,43,3,1:44.769,206.270,1
25081,1057,849,3,6,16,16,0.0,51,42,17,1:46.608,202.712,1
25082,1057,847,3,63,15,,0.0,48,43,15,1:45.959,203.954,6
25083,1057,830,9,33,3,,0.0,45,44,1,1:44.481,206.839,3
25084,1057,840,117,18,19,,0.0,29,28,16,1:46.207,203.478,3
25085,1057,839,214,31,12,,0.0,3,2,20,1:50.850,194.955,101
25086,1059,830,9,33,1,1,26.0,53,35,1,1:36.404,218.156,1
25087,1059,1,131,44,2,2,18.0,53,44,5,1:37.410,215.903,1
25088,1059,815,9,11,4,3,15.0,53,53,2,1:36.693,217.504,1
25089,1059,822,131,77,3,4,12.0,53,19,3,1:36.960,216.905,1
25090,1059,846,1,4,8,5,10.0,53,52,6,1:37.425,215.870,1
25091,1059,817,1,3,10,6,8.0,53,45,14,1:38.324,213.896,1
25092,1059,842,213,10,6,7,6.0,53,44,11,1:38.103,214.378,1
25093,1059,4,214,14,9,8,4.0,53,44,7,1:37.646,215.382,1
25094,1059,20,117,5,12,9,2.0,53,52,4,1:37.138,216.508,1
25095,1059,840,117,18,19,10,1.0,53,44,9,1:37.828,214.981,1
25096,1059,832,6,55,5,11,0.0,53,19,18,1:38.931,212.584,1
25097,1059,847,3,63,14,12,0.0,52,52,13,1:38.314,213.918,11
25098,1059,852,213,22,0,13,0.0,52,18,19,1:38.980,212.479,11
25099,1059,839,214,31,11,14,0.0,52,33,15,1:38.645,213.200,11
25100,1059,841,51,99,13,15,0.0,52,36,16,1:38.702,213.077,11
25101,1059,844,6,16,7,16,0.0,52,43,8,1:37.681,215.304,11
25102,1059,8,51,7,17,17,0.0,52,46,10,1:37.992,214.621,11
25103,1059,849,3,6,16,18,0.0,52,50,12,1:38.313,213.920,11
25104,1059,854,210,47,15,19,0.0,52,51,17,1:38.847,212.765,11
25105,1059,853,210,9,18,20,0.0,52,34,20,1:39.317,211.758,11
25106,1058,830,9,33,1,1,25.0,71,68,3,1:08.017,228.542,1
25107,1058,1,131,44,2,2,19.0,71,71,1,1:07.058,231.811,1
25108,1058,822,131,77,5,3,15.0,71,43,5,1:08.619,226.537,1
25109,1058,815,9,11,4,4,12.0,71,57,2,1:07.894,228.956,1
25110,1058,846,1,4,3,5,10.0,70,65,7,1:08.903,225.604,11
25111,1058,832,6,55,12,6,8.0,70,64,4,1:08.609,226.570,11
25112,1058,844,6,16,7,7,6.0,70,64,6,1:08.738,226.145,11
25113,1058,840,117,18,9,8,4.0,70,32,14,1:09.787,222.746,11
25114,1058,4,214,14,8,9,2.0,70,61,13,1:09.749,222.867,11
25115,1058,852,213,22,11,10,1.0,70,41,11,1:09.650,223.184,11
25116,1058,8,51,7,18,11,0.0,70,57,8,1:09.128,224.869,11
25117,1058,20,117,5,14,12,0.0,70,64,15,1:09.821,222.637,11
25118,1058,817,1,3,13,13,0.0,70,45,9,1:09.305,224.295,11
25119,1058,839,214,31,17,14,0.0,70,70,10,1:09.576,223.421,11
25120,1058,841,51,99,15,15,0.0,70,39,12,1:09.723,222.950,11
25121,1058,854,210,47,19,16,0.0,69,57,16,1:10.005,222.052,12
25122,1058,849,3,6,16,17,0.0,68,34,17,1:10.104,221.739,13
25123,1058,853,210,9,20,18,0.0,68,39,19,1:10.951,219.092,13
25124,1058,847,3,63,10,,0.0,36,28,18,1:10.499,220.496,5
25126,1060,830,9,33,1,1,26.0,71,62,1,1:06.200,234.815,1
25127,1060,822,131,77,5,2,18.0,71,52,6,1:08.374,227.349,1
25128,1060,846,1,4,2,3,15.0,71,62,10,1:08.471,227.027,1
25129,1060,1,131,44,4,4,12.0,71,55,3,1:08.126,228.177,1
25130,1060,832,6,55,10,5,10.0,71,70,2,1:07.762,229.402,1
25131,1060,815,9,11,3,6,8.0,71,55,5,1:08.192,227.956,1
25132,1060,817,1,3,13,7,6.0,71,56,14,1:08.820,225.876,1
25133,1060,844,6,16,12,8,4.0,71,55,13,1:08.698,226.277,1
25134,1060,842,213,10,6,9,2.0,71,54,4,1:08.146,228.110,1
25135,1060,4,214,14,14,10,1.0,70,70,7,1:08.405,227.246,11
25136,1060,847,3,63,8,11,0.0,70,56,16,1:08.900,225.613,11
25137,1060,852,213,22,7,12,0.0,70,54,9,1:08.455,227.080,11
